Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Resilience,Persistence,Checked,Extrap,Confidence,Review Panel notes and amendments,Amendments,Comments from original assessment,Overlap Score,Frequency Score,DoI Score,Resilience Score,Persistence Score
Agriculture,Siltation,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Siltation,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Siltation,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Siltation,Shallow Mud,S,O,L,M,L,Y,,,"Overlap L-S, DoI C-L",DoI  L-C - can get worse over time,,0.03,0.33,0.01,0.06,0.01
Agriculture,Siltation,Shallow Sediment,S,O,L,M,L,Y,,,"Overlap L-S, DoI C-L",Resilience changed from M to H - consistency,,0.03,0.33,0.01,0.06,0.01
Agriculture,Siltation,Shallow Rock & Reef,S,O,L,M,L,Y,,,"Overlap L-S, DoI C-L",DoI  A-C - can get worse over time,,0.03,0.33,0.01,0.06,0.01
Agriculture,Siltation,Littoral Sediment,S,O,L,M,L,Y,,,"Overlap L-S, DoI C-L",Freq C-O; rare enough that agricultural inputs would be strong enough to affect siltation?,0,0.03,0.33,0.01,0.06,0.01
Agriculture,Siltation,Littoral Rock & Reef,S,O,L,M,L,Y,,,DoI C-L,,,0.03,0.33,0.01,0.06,0.01
Agriculture,Smothering,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Seals,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Smothering,Shallow Mud,NO,,,,,,,,,REMOVED: No overlap!,,0,0,0,0,0
Agriculture,Smothering,Shallow Sediment,NO,,,,,,,,,REMOVED: No overlap!,,0,0,0,0,0
Agriculture,Smothering,Shallow Rock & Reef,NO,,,,,,,,,REMOVED: No overlap!,,0,0,0,0,0
Agriculture,Smothering,Littoral Sediment,NO,,,,,,,,,REMOVED: No overlap!,0,0,0,0,0,0
Agriculture,Smothering,Littoral Rock & Reef,NO,,,,,,,,,REMOVED: No overlap!,SETTLEMENT OF RUN OFF,0,0,0,0,0
Agriculture,Species Extraction,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Seals,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Shallow Mud,NO,,,,,,,,,,Littoral only ,0,0,0,0,0
Agriculture,Species Extraction,Shallow Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Shallow Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Species Extraction,Littoral Sediment,NO,,,,,,,,,,0,0,0,0,0,0
Agriculture,Species Extraction,Littoral Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Demersal Elasmobranch,W,P,L,L,H,Y,Y,L,"Extrap from fish on request of panel. Ext L-W, DoI C-L, Persist M-H",,,1,1,0.01,0.55,0.55
Agriculture,Synthetic Compounds,Pelagic Elasmobranch,W,P,L,L,H,Y,Y,L,"Extrap from demersal on request from panel. Ext L-W, DoI C-L, Resil L-M, Persist M-H",NOTE: Demersal and Deep sea elasmos noted as M,,1,1,0.01,0.55,0.55
Agriculture,Synthetic Compounds,Deep Sea Elasmobranch,NO,,,,,Y,Y,,Removed by contam panel- effects not occurring in deep sea habitats,,EFFECTS RECORDED FROM LAND BASED SOURCES,0,0,0,0,0
Agriculture,Synthetic Compounds,Cephalopods,S,P,L,M,H,Y,Y,L,"Extrap from demersal on request from panel. Ext L-S, DoI C-L, Persist M-H",Resil L-M; average life span c.2 years.,,0.03,1,0.01,0.06,0.55
Agriculture,Synthetic Compounds, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Deep Sea Fish,NO,,,,,Y,Y,,Removed by contam panel- effects not occurring in deep sea habitats,,EFFECTS RECORDED FROM LAND BASED SOURCES,0,0,0,0,0
Agriculture,Synthetic Compounds,Demersal Fish,W,P,L,M,H,Y,,L,"Ext L-W, DoI C-L, Persist M-H",,,1,1,0.01,0.06,0.55
Agriculture,Synthetic Compounds,Pelagic Fish,W,P,L,M,H,Y,Y,L,"Extrap from demersal on request from panel. Ext L-W, DoI C-L, Resil L-M, Persist M-H",,,1,1,0.01,0.06,0.55
Agriculture,Synthetic Compounds,Seabirds,S,P,C,M,H,Y,Y,L,"Freq O-P (in line with other spp), Resil L-M (turnover times)",,,0.03,1,0.13,0.06,0.55
Agriculture,Synthetic Compounds,Seals,L,P,C,M,H,Y,Y,L,"Freq O-P, Resil M-L",,,0.37,1,0.13,0.06,0.55
Agriculture,Synthetic Compounds,Toothed Whales,S,P,C,L,H,Y,Y,L,"Extrapolated from Baleen whales on request of panel; Ext L-S, Freq O-P, Resil M-L",,,0.03,1,0.13,0.55,0.55
Agriculture,Synthetic Compounds,Baleen Whales,S,P,C,L,H,Y,,L,"Freq O-P, Resil M-L",Ext LP-S,,0.03,1,0.13,0.55,0.55
Agriculture,Synthetic Compounds,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Coastal Pelagic,L,P,L,H,L,Y,,L,"Freq O-P, Resil M-H",Persist M-L in pelagics. Resil L-M,PESTICIDES TREATMENTS ETC ACTIVITIES OCCURING AT SEVERAL TIMES A YEAR,0.37,1,0.01,0.01,0.01
Agriculture,Synthetic Compounds,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Synthetic Compounds,Shallow Mud,W,P,L,M,H,Y,Y,L,"Ext L-W, Freq O-P","Persist H-M (given H,M,L - middle ground, and matches neighbours)",,1,1,0.01,0.06,0.55
Agriculture,Synthetic Compounds,Shallow Sediment,W,P,L,M,H,Y,,L,"Ext L-W, Freq O-P (benthic panel), Resil, H-M,  Persist M-H (legacy effects - DDT EmG), Resil M-H","Resilience H-M, consistent with shallow mud and rock / reef. Persist L-M (given H,M,L - middle ground, and matches neighbours)",,1,1,0.01,0.06,0.55
Agriculture,Synthetic Compounds,Shallow Rock & Reef,W,P,L,M,M,Y,,L,"Ext L-W, Freq O-P, DoI C-L, (resil M - Maerl and reef).  Persist M as dynamic environment.",,,1,1,0.01,0.06,0.06
Agriculture,Synthetic Compounds,Littoral Sediment,W,P,L,M,M,Y,,L,"Ext L-W, Freq O-P, DoI C-L, Resil L-M.  Persist M as dynamic environment.","Ext WP-L; Resilience M-L, Persistence H-M, consistency with with Littoral Rock/Reef, cant see why there would be differences, pesticides bind to sediments",0,1,1,0.01,0.06,0.06
Agriculture,Synthetic Compounds,Littoral Rock & Reef,W,P,L,M,M,Y,,L,"Ext L-W, Freq O-P, DoI C-L, Resil L-M.  Persist M as dynamic environment.",Ext S-LP,,1,1,0.01,0.06,0.06
Agriculture,Thermal Regime,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Seals,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Shallow Mud,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Shallow Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Shallow Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Thermal Regime,Littoral Sediment,NO,,,,,,,,,,0,0,0,0,0,0
Agriculture,Thermal Regime,Littoral Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Seals,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Shallow Mud,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Shallow Sediment,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Shallow Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Agriculture,Wave Exposure,Littoral Sediment,NO,,,,,,,,,,NOT INCLUDING RECLAIMATION,0,0,0,0,0
Agriculture,Wave Exposure,Littoral Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Seals,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Abrasion,Shallow Mud,S,R,C,M,L,Y,,,Ext L-S,"Freq P-R, construction related impact",Delicate megafauna?,0.03,0.08,0.13,0.06,0.01
Aquaculture,Abrasion,Shallow Sediment,L,P,C,M,L,Y,,,"Freq R-P:not construction related, scour, nets dragging etc",,"ANCHORAGE POINT, SCOUR, SERVICE BOAT ACTIVITIES",0.37,1,0.13,0.06,0.01
Aquaculture,Abrasion,Shallow Rock & Reef,S,R,A,M,L,Y,,,DoI C-A,"Freq P-R, construction related impact","ANCHORAGE POINT, SCOUR, SERVICE BOAT ACTIVITIES",0.03,0.08,1,0.06,0.01
Aquaculture,Abrasion,Littoral Sediment,L,C,L,M,L,Y,,,"Freq R-C, DoI C-L (F.O'B) - effects seen to be low. ","Freq P-R, construction related impact",Tractors access boat landing mooring lines scour from trestles,0.37,0.67,0.01,0.06,0.01
Aquaculture,Abrasion,Littoral Rock & Reef,S,R,A,M,L,Y,,,"Ext L-S, DoI","Freq P-R, construction related impact",Biogenic = sabellaria reef. Limited interaction.,0.03,0.08,1,0.06,0.01
Aquaculture,Barriers,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Seabirds,NO,,,,,,,,,,HIGHLY MOBILE NO INTERACTION,0,0,0,0,0
Aquaculture,Barriers,Seals,NO,,,,,,,,,REMOVED: Aquaculture not considered a real barrier as spp can move to avoid.,FACILITIES AFFECTING ACCESS TO FORAGING GROUNDS (FREQUENCY OF INTERACTION O (LOWER THAN THE INTERACTION FOR SEAL I.E. P) Inc physical prescence,0,0,0,0,0
Aquaculture,Barriers,Toothed Whales,NO,,,,,,,,,REMOVED: Aquaculture not considered a real barrier as spp can move to avoid.,FACILITIES AFFECTING HAUL OUT/ACESS TO BREEDING BEACHES (N.B. PUPS),0,0,0,0,0
Aquaculture,Barriers,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Coastal Pelagic,NO,,,,,,,,,REMOVED: Aquaculture not considered a real barrier as spp can move to avoid.,physical barrier also plankton removal by mussel strings,0,0,0,0,0
Aquaculture,Barriers,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Barriers,Shallow Mud,NO,,,,,,,,,REMOVED: Aquaculture not considered a real barrier as spp can move to avoid.,,0,0,0,0,0
Aquaculture,Barriers,Shallow Sediment,NO,,,,,,,,,REMOVED: Aquaculture not considered a real barrier as spp can move to avoid.,"PHYSICAL BARRIERS = INSTALLATIONS. IMPACTED BENTHIC HABITAT PREVENTS MOVEMENT OF SPECIES, LOSS OF PREVIOUSLY SUITABLE SUBTRATES AREA FOR SETTLEMNT",0,0,0,0,0
Aquaculture,Barriers,Shallow Rock & Reef,NO,,,,,,,,,REMOVED: Aquaculture not considered a real barrier as spp can move to avoid.,PHYSICAL BARRIERS = INSTALLATIONS. IMPACTED BENTHIC HABITAT PREVENTS MOVEMENT AND SETTLEMNT,0,0,0,0,0
Aquaculture,Barriers,Littoral Sediment,NO,,,,,,,,,REMOVED: Aquaculture not considered a real barrier as spp can move to avoid. Seagrasses are not 'motile marine fauna' as in the definition.,eg. seagrass,0,0,0,0,0
Aquaculture,Barriers,Littoral Rock & Reef,NO,,,,,,,,,REMOVED: Aquaculture not considered a real barrier as spp can move to avoid.,,0,0,0,0,0
Aquaculture,Bycatch,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Seals,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Coastal Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Bathyal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Slope Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Slope Rock Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Shelf Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Shelf Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Shallow Mud,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Shallow Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Shallow Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Bycatch,Littoral Sediment,NO,,,,,,,,,,0,0,0,0,0,0
Aquaculture,Bycatch,Littoral Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Demersal Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Pelagic Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Deep Sea Elasmobranch,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes, Reptiles ,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Cephalopods,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Deep Sea Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Demersal Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Pelagic Fish,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Seabirds,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Seals,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Toothed Whales,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Baleen Whales,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Oceanic Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Shelf Pelagic,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Coastal Pelagic,S,P,L,H,L,Y,Y,,"Freq R-P, Persist C-L, persistently occurring, but once the activity ceases, persistence would be low (i.e. removal of structure / obstruction causing the change)",ADDED: See comments for shallow. Local effects occur.,,0.03,1,0.01,0.01,0.01
Aquaculture,Current Changes,Abyssal Sediment,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Abyssal Rock & Reef,NO,,,,,,,,,,,0,0,0,0,0
Aquaculture,Current Changes,Bathyal Sediment,NO,,,,,,,,,,,0,0,0,0,0
